"","abandona","plan_internacional","minutos_dia","llamadas_dia","minutos_noche","llamadas_noche","minutos_internacionales","llamadas_internacionales","reclamos"
"2962","Yes","no",168,81,172.7,120,8,2,6
"2963","No","no",251.6,88,184.4,112,5.4,5,1
"2964","No","no",183.8,102,235,52,11.6,7,0
"2965","Yes","no",256.4,44,233.7,75,7.9,1,3
"2966","No","no",180.2,134,181.7,134,8.4,3,1
"2967","No","no",227.8,81,217,106,8,5,1
"2968","No","no",147.8,132,149.9,110,10.2,6,0
"2969","Yes","no",234.9,136,219.3,101,13.9,2,1
"2970","No","no",110.9,54,186.2,116,7.9,2,2
"2971","No","no",124.5,94,222.2,108,6.4,12,1
"2972","Yes","yes",233.5,81,122.3,97,9.6,2,0
"2973","Yes","no",197.3,134,212.1,90,10.1,4,2
"2974","No","no",58.2,96,210.5,97,10.4,5,0
"2975","No","no",212.7,72,195.1,99,7,6,1
"2976","No","no",151.5,89,235.3,131,11.8,4,0
"2977","No","yes",146.3,117,236,97,11.5,5,1
"2978","No","no",195.1,100,224.5,117,6.7,2,0
"2979","No","no",208.9,71,247.9,108,13,5,1
"2980","Yes","no",135.7,107,209,95,8.8,3,7
"2981","Yes","no",225.9,86,201.4,108,14.3,3,3
"2982","No","no",122.2,67,194.8,98,9.7,6,1
"2983","No","no",153.3,106,273.4,152,8.9,5,2
"2984","No","no",214,117,242.6,99,7.9,4,1
"2985","No","no",194.8,112,100.3,61,10.8,6,1
"2986","No","no",206.7,87,158.5,77,11,5,3
"2987","No","no",188,105,201.9,132,10.5,3,2
"2988","Yes","yes",122.3,83,147.9,95,13.7,3,3
"2989","No","no",259.3,96,222.4,36,12,5,3
"2990","Yes","yes",115.1,114,136.1,85,13.8,3,2
"2991","No","no",172.9,109,203.8,109,8.3,6,1
"2992","No","yes",156.4,116,207.3,109,7.3,5,1
"2993","No","no",128.1,104,191,98,11.6,3,1
"2994","No","no",196.6,73,194.3,79,12.5,3,1
"2995","Yes","no",227.9,130,191.5,82,5.5,7,1
"2996","No","no",194.9,63,153,129,13.2,2,2
"2997","No","no",44.9,63,168.4,118,13.3,3,1
"2998","No","no",262.8,114,154.8,88,7.8,2,0
"2999","No","no",211.2,70,225.8,104,12.3,3,0
"3000","No","no",204,69,240.3,85,9.6,5,1
"3001","No","no",223.2,109,289.3,83,14.5,4,3
"3002","No","no",119,82,189.3,97,11.5,3,1
"3003","Yes","no",266.1,91,224.7,58,8.9,8,3
"3004","No","no",134.4,104,236.5,80,9.4,3,1
"3005","No","no",171.1,78,91.6,92,16.2,3,1
"3006","No","no",170.5,103,197.3,138,10.5,2,2
"3007","No","no",178.5,124,217.1,102,9.9,7,1
"3008","No","no",205.2,145,191.4,77,14.1,5,3
"3009","No","no",232.8,97,206.8,111,13,2,0
"3010","No","no",239.9,107,128.7,85,6.7,3,5
"3011","No","no",55.6,97,111.2,110,12.1,3,2
"3012","No","no",153.5,78,244.7,110,10.6,3,1
"3013","No","no",109.8,100,206.7,85,11.1,3,1
"3014","No","no",196.1,89,250,132,5.2,6,2
"3015","No","no",166.8,127,210.7,130,11.8,4,0
"3016","No","no",113.2,96,229.1,87,7.1,7,2
"3017","No","no",203,92,245.5,131,14.6,9,1
"3018","No","no",242.8,90,211.5,104,6,3,5
"3019","No","no",156.5,102,227.4,111,12.2,2,2
"3020","Yes","no",266.7,105,287.7,111,13.8,3,3
"3021","No","no",182,80,156.9,82,9.8,4,1
"3022","No","no",85.9,92,231.5,93,10.1,2,0
"3023","No","no",146.6,87,220.4,99,2.9,7,0
"3024","Yes","no",110.5,101,87.4,77,13.9,2,4
"3025","No","no",118.6,89,53.3,61,11.5,5,1
"3026","No","no",197.6,105,120.8,82,15.6,12,2
"3027","No","no",210.3,116,246.1,92,10.8,4,6
"3028","No","no",220.3,96,203,111,9.4,6,4
"3029","No","no",150,98,261.2,123,12.5,6,1
"3030","No","no",161.7,114,205.7,114,9.2,4,0
"3031","No","no",191.4,116,216.5,112,14,5,3
"3032","No","yes",146.7,83,238.6,69,12.5,3,3
"3033","No","no",109.4,103,167.3,106,7.8,7,1
"3034","No","no",144.1,115,211.4,82,13.6,3,1
"3035","No","no",248.9,93,104.5,91,11.2,8,1
"3036","Yes","no",85.7,112,190.6,75,11.6,3,4
"3037","No","no",214.8,112,164.4,97,9.4,5,3
"3038","No","no",158.9,137,247.8,97,6.5,4,0
"3039","No","no",110,94,237.3,87,6.4,3,2
"3040","No","no",152.8,145,151.8,75,10.5,2,1
"3041","No","no",145.6,103,294.5,83,10.5,4,0
"3042","No","no",93.3,83,206.2,104,6.5,4,0
"3043","No","no",216.8,134,138.1,108,8.3,2,0
"3044","No","no",201.9,101,164.4,79,9,2,1
"3045","No","no",146.4,81,230.1,117,8.5,2,1
"3046","Yes","no",272.7,74,178.2,104,10.5,3,2
"3047","No","no",18.9,92,109.6,74,14.8,4,1
"3048","No","no",172.8,81,89.6,107,12.8,5,2
"3049","No","no",190.2,119,181.5,120,14,6,0
"3050","No","no",130.6,83,204.6,72,15.6,3,3
"3051","Yes","no",158.4,92,219.7,125,13.5,4,4
"3052","No","no",166.5,111,205.6,92,15.6,2,1
"3053","No","no",129.3,103,233,126,12.9,2,2
"3054","No","no",199.3,112,254.4,117,7,10,0
"3055","No","no",185.1,126,152.2,106,9.1,7,0
"3056","No","no",175.4,80,188.2,102,9.7,2,2
"3057","No","no",263.4,123,218.5,101,10.7,2,2
"3058","No","no",94.2,108,203.7,79,7.3,3,1
"3059","No","no",189.4,83,168,116,7.1,8,3
"3060","No","no",118,103,205.7,102,11.8,2,2
"3061","No","no",212.1,98,352.2,95,8.4,5,3
"3062","No","no",222,93,282.3,124,12.4,6,2
"3063","No","no",222.8,98,151.3,101,13,4,0
"3064","No","no",190,137,141.5,110,12.2,2,1
"3065","Yes","no",271.8,129,210.1,91,8.7,2,4
"3066","No","no",195.4,83,168,95,8.4,6,3
"3067","No","no",199.6,93,196.8,110,7.2,5,3
"3068","No","no",100,98,218,122,10.1,4,0
"3069","No","no",160.6,85,124,92,9.5,1,2
"3070","No","no",158.7,91,218.3,88,9.9,3,1
"3071","Yes","no",154.5,122,178,105,12,2,3
"3072","No","no",192.3,114,136.3,102,6.3,12,1
"3073","Yes","no",305.1,106,235.4,116,8.5,5,0
"3074","No","no",193,106,260.4,87,7.4,5,2
"3075","No","no",72.5,88,117.9,118,6.6,3,1
"3076","No","no",105.2,61,165.7,97,6.3,3,2
"3077","No","no",180.5,88,170.7,97,10,3,2
"3078","No","no",214.7,86,280.2,110,14.3,2,0
"3079","No","no",86.8,95,204.3,87,13.2,3,1
"3080","Yes","no",131.5,99,184.2,83,7.9,2,5
"3081","No","no",135.4,102,118.3,91,17.5,4,0
"3082","No","no",174.3,85,176.4,96,5.9,3,6
"3083","No","no",203.9,63,132.5,125,12.1,4,3
"3084","No","no",235.5,108,316.7,131,12.5,5,0
"3085","No","no",157,113,185.5,126,12.1,2,2
"3086","No","yes",111.9,55,243.2,81,10,7,3
"3087","No","yes",236.3,91,160.3,98,11.2,8,3
"3088","No","no",163.6,88,262.1,108,8.6,9,0
"3089","No","no",213.6,127,207.2,100,8.9,3,1
"3090","No","no",143.4,72,127.9,68,9.4,4,3
"3091","No","no",78.3,119,248.5,94,12.1,4,1
"3092","No","no",97.1,98,240,111,10.6,3,1
"3093","No","no",94.1,93,213.5,85,10.1,2,0
"3094","Yes","no",226.3,95,242.7,119,8.2,3,2
"3095","No","no",133.8,61,189.6,92,10.5,2,1
"3096","No","no",190.3,93,215.7,82,10.6,4,1
"3097","No","no",294.9,106,189.2,63,9.8,5,3
"3098","No","no",185.4,114,144,78,10,11,2
"3099","No","no",179.5,121,165.5,125,12,4,0
"3100","No","no",158,94,190.4,120,10.1,10,0
"3101","No","no",173,131,290,66,10.4,2,0
"3102","No","no",134.2,101,167.6,138,8.2,5,1
"3103","No","no",125.2,123,192,106,12.6,9,3
"3104","No","no",195.9,111,313.2,113,13.2,1,2
"3105","No","no",214.2,61,174,68,10.3,2,0
"3106","No","no",221.1,101,252.3,137,9.5,1,0
"3107","No","no",132,100,203.5,108,11.6,5,1
"3108","No","no",157.6,92,364.9,106,9.1,4,1
"3109","No","no",110.3,71,183.8,88,11,8,2
"3110","No","yes",161.5,121,168.3,96,11.2,13,0
"3111","No","no",171.8,116,245.5,80,10.6,7,1
"3112","No","no",211,99,234.8,96,11.4,5,1
"3113","Yes","no",139.3,89,151,75,9.3,3,7
"3114","Yes","no",291.6,99,229.2,110,14,9,2
"3115","No","no",139,110,272,120,12.1,1,0
"3116","No","no",234.8,125,163.2,88,10,1,4
"3117","No","no",187.6,83,264.2,79,8.8,1,1
"3118","No","no",159.8,143,175.1,86,13.1,7,2
"3119","No","no",177.1,100,253.4,124,5.2,5,1
"3120","No","no",117.9,101,235.3,150,11.4,10,0
"3121","No","no",247.6,95,158.6,72,10.8,6,2
"3122","No","no",169.9,77,142.6,105,8.5,7,1
"3123","No","no",185,120,170.5,89,14.1,3,3
"3124","No","no",204.9,84,219.7,97,11.3,5,0
"3125","No","no",225.5,119,270.9,106,9.4,2,3
"3126","Yes","no",169.7,115,253,115,10.5,3,4
"3127","No","no",239.3,102,251.4,104,10.6,6,0
"3128","Yes","no",113.3,96,284.5,93,11.7,2,4
"3129","No","no",161.9,100,148.8,78,10.2,11,3
"3130","No","no",133.3,110,161.5,113,5.6,4,2
"3131","No","no",170.7,88,165.7,99,8.7,1,3
"3132","No","no",189.7,76,244,91,8.3,3,5
"3133","Yes","no",322.3,100,241.5,104,7.8,5,2
"3134","No","no",124.4,74,157.2,126,10.4,4,2
"3135","No","no",146.9,94,114.5,97,11.4,5,3
"3136","No","no",192.6,123,283.2,93,10.8,3,1
"3137","No","no",96.3,83,166.3,121,10.3,2,1
"3138","No","no",131.9,96,205.9,106,14.7,5,3
"3139","No","no",147.2,121,136.3,80,13.3,3,2
"3140","No","no",143.1,139,221.7,123,7.1,5,2
"3141","No","no",280.4,127,150.6,77,15.2,6,5
"3142","No","no",237.2,85,192.7,87,10.7,4,1
"3143","No","no",184.2,95,143.4,113,12.8,4,2
"3144","No","no",109.1,141,216.6,100,10,4,3
"3145","Yes","no",138.1,115,215.7,118,10.3,2,5
"3146","No","no",186.8,94,195,98,8.8,4,3
"3147","No","no",155.4,112,228.4,91,13.9,5,1
"3148","No","no",245.3,91,228.4,102,8.5,4,4
"3149","Yes","yes",205.9,97,202,139,11,2,0
"3150","No","no",207.2,138,193,105,11.9,4,1
"3151","No","no",151.5,100,199.8,120,10.7,5,2
"3152","Yes","no",221.9,112,288.1,85,7.1,5,0
"3153","No","no",190,100,304.2,107,9.5,4,1
"3154","No","no",220.8,111,187.9,89,10.5,4,2
"3155","No","no",173.7,117,174.6,94,6.3,3,2
"3156","No","no",114.8,94,268.6,119,9.6,4,2
"3157","No","no",113.8,97,214.9,89,10.4,1,3
"3158","Yes","yes",143.2,60,171.8,122,6.2,4,4
"3159","No","no",184.4,111,237.4,100,9.3,5,3
"3160","No","no",227.4,67,61.4,109,7.8,6,1
"3161","No","no",224,99,231.9,75,2.1,5,0
"3162","No","no",216.2,95,300,143,10,5,2
"3163","No","no",129.9,121,140.5,123,13.3,3,0
"3164","No","no",230.1,108,177.1,85,6.9,3,2
"3165","No","no",204.4,97,179.6,118,11,5,1
"3166","No","no",216.6,101,242.1,95,9.1,3,1
"3167","Yes","no",247.5,85,244.3,132,10.2,2,2
"3168","No","no",228.1,93,197.3,107,9,2,1
"3169","Yes","no",225.9,110,251.3,81,11.2,4,1
"3170","Yes","no",103.5,115,201,94,12,3,4
"3171","No","no",115.5,70,208.9,91,7.5,6,0
"3172","No","no",218.8,125,277.8,97,9.7,6,1
"3173","No","no",223.8,67,223.8,156,12.3,5,3
"3174","No","no",143.8,71,275.5,132,12.9,4,3
"3175","No","no",29.9,123,325.9,105,8.6,6,2
"3176","No","no",276.7,121,246.2,88,8.3,3,0
"3177","No","no",141.4,128,123,75,8.1,4,0
"3178","No","no",153.9,102,217.7,101,12.8,5,1
"3179","No","no",190.5,128,130.7,63,13.8,5,0
"3180","No","no",192.6,102,214.6,74,9.4,4,1
"3181","No","yes",151.8,115,156.3,86,12.2,4,1
"3182","No","no",215.6,74,144,103,10.1,4,5
"3183","No","no",180,100,139.4,105,7.8,8,3
"3184","No","no",157.3,116,128.2,111,8.4,4,2
"3185","No","no",196.5,88,269.3,118,6.8,3,0
"3186","No","no",240.3,130,231.9,136,11.9,3,0
"3187","No","no",193.3,126,174.8,98,9.4,6,3
"3188","No","no",211.9,40,210.5,139,5.4,4,1
"3189","No","yes",218.7,111,277.4,62,8.2,5,1
"3190","Yes","yes",246.8,110,208.4,123,13.2,5,0
"3191","Yes","no",174.7,151,168.2,109,15.8,3,6
"3192","Yes","no",240,83,189.1,84,9.3,2,0
"3193","No","no",181.2,76,228,136,5,3,2
"3194","No","no",113.7,67,141.5,142,10.8,3,1
"3195","No","no",174.7,86,155.3,108,13.4,1,0
"3196","No","no",211.1,89,148.4,106,9.7,9,2
"3197","No","no",169.3,108,242.3,82,12.2,3,1
"3198","No","no",247.4,107,287.4,90,11.3,2,0
"3199","No","no",131.2,63,178.9,105,12.8,2,2
"3200","No","no",161.4,84,153.2,121,11.8,5,1
"3201","No","yes",107.2,98,156.2,117,9.7,4,1
"3202","No","no",211.9,120,213.5,95,8.8,5,1
"3203","No","no",160.4,120,182.5,85,6.9,4,3
"3204","No","no",230.7,101,263.9,92,6.4,3,1
"3205","No","no",232.6,96,154,101,10.5,9,1
"3206","Yes","no",294.7,90,260.1,121,10.8,3,1
"3207","No","no",133.4,107,180.4,85,10.2,13,1
"3208","No","no",306.2,123,240.3,107,11.7,2,0
"3209","No","no",236.8,135,126.9,112,10.4,5,2
"3210","Yes","yes",125.7,92,214.5,108,14.2,6,3
"3211","No","yes",168.4,114,196.2,48,11.4,3,1
"3212","No","no",70.9,134,168.8,164,12,6,2
"3213","No","no",105,86,221.5,122,3.7,4,0
"3214","No","no",152.1,141,262.4,111,12,7,1
"3215","No","yes",180.9,79,197.8,109,8.8,9,3
"3216","No","no",156.6,84,294.6,107,9.4,6,1
"3217","No","no",180.5,85,205.7,103,2.4,3,0
"3218","No","no",238.8,100,206.3,66,13.2,8,1
"3219","No","no",182.1,66,193,108,13.4,9,2
"3220","No","no",139.6,72,213.8,105,8.8,2,2
"3221","No","no",200.3,76,149.3,93,10.2,5,0
"3222","No","no",153.5,94,182.2,99,8.5,6,1
"3223","No","yes",128.2,119,250.9,114,11.7,6,3
"3224","No","no",159.5,145,256,96,16.7,2,2
"3225","Yes","no",226.4,101,213.4,82,12.3,4,3
"3226","No","no",251.9,81,211.2,87,8.4,3,2
"3227","Yes","no",264.5,117,262.7,111,7.5,4,2
"3228","No","no",153.7,105,200.8,95,10.7,2,0
"3229","No","no",232.1,81,165.4,87,15,6,5
"3230","No","no",201.9,86,176.9,98,7.8,10,1
"3231","No","no",186.9,79,143.1,90,4.2,14,1
"3232","No","no",196.6,89,245,83,6.6,5,1
"3233","No","no",232.1,102,197.3,120,9.9,3,1
"3234","No","no",166,79,247.9,74,6.3,7,0
"3235","No","no",200.6,96,169.6,153,2.5,5,1
"3236","No","no",141,101,175.2,138,4.9,2,3
"3237","No","no",245,95,112.4,125,7.5,8,0
"3238","No","yes",140.8,140,152.9,88,10.9,7,1
"3239","Yes","no",255.1,93,197.7,118,8.8,3,3
"3240","No","no",125,99,215.3,95,10.2,7,2
"3241","No","no",180.6,65,292.4,105,5,3,1
"3242","Yes","yes",248.7,118,191.9,87,11.3,2,1
"3243","No","no",178.1,111,264,118,8.4,2,0
"3244","Yes","yes",122.2,112,169.5,106,10.3,9,5
"3245","No","no",231.3,87,214.6,69,7.2,7,1
"3246","No","no",111.2,101,180.8,85,12.6,2,3
"3247","Yes","yes",103.2,117,203.5,101,11.9,2,0
"3248","Yes","no",138.4,104,47.4,73,3.9,9,4
"3249","No","no",146.3,85,233,82,11.5,3,0
"3250","No","no",206.3,66,227.8,102,11.7,6,0
"3251","No","no",132,103,180,74,13.5,4,0
"3252","No","no",274.6,105,194.4,123,9.2,4,2
"3253","No","no",185.3,87,194.3,93,11.7,3,0
"3254","No","no",154.8,69,207.6,102,9,4,1
"3255","No","no",179.2,105,228.1,77,14.7,5,1
"3256","Yes","yes",286.2,61,146.2,114,11,4,2
"3257","No","no",268,115,232.3,65,17,1,3
"3258","No","no",137.5,110,292.7,131,13.3,5,2
"3259","No","no",243,115,117.8,93,13.4,5,2
"3260","No","no",134.9,79,113.8,118,15,2,1
"3261","No","no",234.2,76,130.6,122,13.9,2,1
"3262","No","no",175.1,73,131.1,94,7.3,6,1
"3263","No","no",142.2,107,139.2,99,10.1,5,1
"3264","No","no",132.4,81,202.5,103,6,1,2
"3265","No","no",97.8,98,214.5,126,5.9,2,0
"3266","Yes","no",266.9,83,251.7,99,11,6,3
"3267","No","no",155.2,139,186.4,71,9.7,4,3
"3268","No","no",200.2,92,190.9,96,8.8,3,1
"3269","Yes","no",289.1,100,223.5,148,12.7,2,2
"3270","No","yes",198.4,121,162.8,115,10.5,5,1
"3271","No","no",180.3,67,181.2,101,12.8,6,2
"3272","No","no",86.3,84,238.4,79,12.5,1,2
"3273","Yes","no",295,141,229.4,109,12.9,4,2
"3274","No","no",240.9,108,322.2,109,14.7,8,3
"3275","No","no",207.7,109,125.6,111,8,5,1
"3276","No","no",128.5,115,242.9,121,0,0,1
"3277","No","no",224.4,114,241.4,98,8.8,2,1
"3278","No","no",164.9,115,238.5,125,10,9,2
"3279","No","no",238,97,282.5,132,10.6,6,2
"3280","No","no",231,85,148,105,8.3,5,2
"3281","Yes","no",107.3,140,271.8,116,10,3,4
"3282","No","no",185,122,274.9,92,5.1,8,1
"3283","No","no",244.1,71,234,115,7.7,4,3
"3284","No","no",238.4,96,198.4,117,12.4,4,3
"3285","No","no",141.1,109,174.3,122,13.2,2,1
"3286","No","no",158.1,117,182.4,92,11.8,7,0
"3287","No","no",220.1,105,158.4,96,13.1,8,0
"3288","Yes","no",199.5,119,184.6,49,10.9,3,4
"3289","No","no",109.5,105,247.6,113,4.9,9,1
"3290","No","no",187.2,110,104.7,83,13.2,5,1
"3291","No","no",107.9,128,218.5,95,0,0,0
"3292","Yes","yes",172.1,119,150,94,13.9,20,1
"3293","No","no",203.8,85,166.2,122,11.7,4,1
"3294","No","no",160,133,188.9,87,9.1,4,0
"3295","No","no",51.1,106,198,92,12.3,3,1
"3296","No","no",227.7,88,128.7,57,11.7,5,1
"3297","No","no",203.8,77,154.9,109,9,2,1
"3298","No","no",241.7,84,160.6,80,11.3,3,1
"3299","No","no",78.1,70,144.4,112,12.3,4,1
"3300","No","no",187.8,95,201.4,113,11,4,2
"3301","No","no",127.1,94,166.7,108,7.1,3,1
"3302","Yes","no",280,113,156.8,103,10.4,4,0
"3303","No","yes",153.2,78,153.5,100,7.8,3,1
"3304","No","no",137.1,88,247.6,94,11.5,7,2
"3305","Yes","yes",186.1,114,206.5,80,13.8,5,4
"3306","No","no",224.1,127,174.2,86,11.5,7,2
"3307","No","no",83.6,131,229.5,73,8.1,3,1
"3308","No","no",203.9,109,160.7,65,17.8,4,4
"3309","No","no",211.3,87,265.9,72,13.3,6,1
"3310","No","yes",219.4,112,255.3,95,12,4,4
"3311","No","no",190.4,91,224.8,108,13.6,17,2
"3312","No","no",147.7,94,188.3,124,6.9,5,2
"3313","No","no",229.9,130,262.4,110,14.2,4,2
"3314","No","no",102.8,128,191.4,97,10,5,1
"3315","No","no",178.7,81,131.9,120,9.1,4,1
"3316","No","no",148.5,106,178.3,98,6.5,4,0
"3317","No","no",164.1,111,220.3,108,12.3,9,0
"3318","No","yes",197.2,90,211.1,94,7.8,8,1
"3319","No","no",124.9,131,192.5,106,11.6,4,2
"3320","No","no",115.4,99,280.9,112,15.9,6,3
"3321","Yes","yes",140,101,120.1,133,9.7,4,4
"3322","No","no",193.9,118,210.1,134,13.2,8,3
"3323","Yes","no",321.1,105,180.5,72,11.5,2,4
"3324","Yes","no",118.4,126,227,56,13.6,3,5
"3325","No","no",169.8,114,193.7,82,11.6,4,1
"3326","No","no",193.4,99,243.3,109,9.3,4,2
"3327","No","no",106.6,128,178.9,92,14.9,7,1
"3328","No","no",134.7,98,221.4,128,11.8,5,2
"3329","No","no",156.2,77,279.1,83,9.9,6,2
"3330","No","no",231.1,57,191.3,123,9.6,4,3
"3331","No","no",180.8,109,191.9,91,14.1,6,2
"3332","No","yes",213.8,105,139.2,137,5,10,2
"3333","No","no",234.4,113,241.4,77,13.7,4,0
"3334","No","no",70.9,123,236,73,10.6,3,3
"3335","No","no",223.6,86,94.2,81,9.5,7,0
"3336","No","no",294.7,95,300.3,127,13.7,6,1
"3337","No","no",216.8,123,220.6,82,15.7,2,1
"3338","No","no",197.4,78,204.5,107,7.7,4,2
"3339","No","no",226.5,85,223,90,6.9,5,1
"3340","No","no",218.9,124,260.3,120,12.9,3,1
"3341","No","no",157.5,97,310.8,106,11.1,6,0
"3342","No","no",89.1,117,190.5,71,9.9,4,2
"3343","No","no",177.8,100,194.2,92,11.9,1,0
"3344","No","no",209.8,77,159.7,100,9,4,1
"3345","No","no",93.2,109,219.8,94,10.5,2,1
"3346","No","no",228.1,86,227.9,124,10.6,9,1
"3347","No","no",112.6,86,177.8,119,7.2,6,3
"3348","No","no",207.3,77,108.2,89,12.9,5,1
"3349","No","no",208.1,93,279.6,90,7.4,2,1
"3350","No","no",112.8,66,194.8,119,14.3,3,1
"3351","No","no",225.3,124,254.3,106,11.7,3,1
"3352","No","no",169.4,105,159.4,114,13.9,5,4
"3353","No","no",193.3,121,228.1,99,7.1,9,1
"3354","No","no",161.2,142,167.9,98,14.7,5,1
"3355","No","no",95.6,88,177.3,95,9.8,2,3
"3356","No","no",79.8,99,135.5,104,9.3,8,2
"3357","No","no",170.8,101,174.2,121,11,3,2
"3358","No","no",229.2,111,235.1,80,5.2,5,1
"3359","No","no",259.3,94,269.3,125,9.2,1,3
"3360","No","no",212.6,110,186.3,78,10.1,5,0
"3361","No","yes",101,110,333.5,105,11.1,6,0
"3362","No","yes",140.1,125,249.4,96,10.1,3,1
"3363","No","no",150.4,106,109.7,103,12.3,3,3
"3364","No","yes",189.9,125,210.7,115,9.1,5,3
"3365","No","no",100.8,74,208.7,79,12.6,3,2
"3366","No","no",138.1,131,192.7,119,10,3,3
"3367","No","no",179.7,112,169.7,101,10.1,7,3
"3368","No","no",191.3,104,177.7,89,11,1,1
"3369","No","no",168.3,76,200.2,132,12,3,2
"3370","Yes","no",137.6,113,172.8,71,10.7,2,1
"3371","No","no",255.4,122,152.6,72,11.1,6,0
"3372","No","no",166.2,125,181,85,13.4,6,1
"3373","Yes","yes",158.7,112,246,110,8.3,1,2
"3374","Yes","no",258.3,76,241.8,106,13.6,4,1
"3375","No","no",77,106,188.6,82,12.5,6,1
"3376","No","no",168.4,127,220,78,11,4,2
"3377","Yes","no",307.2,65,381.6,99,10.2,4,2
"3378","No","no",175.6,91,194.9,114,9.5,8,0
"3379","No","no",169.1,48,193.5,105,10.7,8,3
"3380","No","no",190.7,111,278.1,95,4.4,3,1
"3381","No","no",239.6,120,153,82,8.6,3,1
"3382","No","no",121.3,112,123.1,83,7.4,4,1
"3383","Yes","no",208.4,102,201.9,73,10.1,8,1
"3384","No","yes",230.6,131,157.1,96,6.8,4,0
"3385","No","no",112.5,95,227.5,96,11.1,8,0
"3386","No","no",172.2,88,259.7,115,11.8,4,2
"3387","No","no",195.3,97,243.1,84,16.2,13,1
"3388","No","no",167.7,93,169.7,121,6.9,5,3
"3389","No","no",180.1,103,251.2,109,13.4,5,0
"3390","No","no",129.6,81,219,118,9.8,4,2
"3391","No","no",215.5,108,144.1,134,13.2,4,0
"3392","No","no",218.6,83,132.4,99,9.1,6,1
"3393","No","no",211.9,65,233,81,9.9,3,2
"3394","No","no",82,95,171.3,107,8,4,1
"3395","No","no",149.1,103,265.4,92,11.4,7,2
"3396","Yes","no",304.6,56,188.2,116,12.4,1,1
"3397","No","no",277.7,118,170.3,90,10.4,8,0
"3398","No","no",155.2,99,241,64,7.5,7,1
"3399","No","no",198.5,75,234.1,119,10.6,6,0
"3400","No","no",209.1,57,113.3,113,12.8,4,1
"3401","No","no",200,104,137.1,110,18.9,2,1
"3402","No","no",196.1,95,243.6,95,7.6,3,3
"3403","No","no",121.6,99,99.7,88,7.1,2,1
"3404","No","no",204.1,132,165.1,123,0,0,1
"3405","No","no",212.1,114,207.7,135,11.3,5,4
"3406","No","no",178.3,86,187.1,83,13.8,2,1
"3407","No","no",181.8,92,232.4,78,7,6,0
"3408","No","no",120.6,104,182.5,107,9.6,6,2
"3409","No","no",172.4,112,182.8,78,8.8,9,1
"3410","Yes","no",160.6,110,105.2,56,7.3,2,0
"3411","No","no",98.4,100,177,68,15.1,3,1
"3412","No","no",109,126,208.3,92,7.9,3,1
"3413","No","yes",122.4,98,267.5,148,11.6,5,3
"3414","Yes","no",144.5,119,175.1,76,6.1,4,5
"3415","No","no",102.5,87,226,119,8.7,5,1
"3416","No","no",274.1,119,268.2,100,9.9,5,2
"3417","No","no",193.1,82,241.3,93,13.3,5,2
"3418","No","no",182.8,96,219.5,113,7.7,2,2
"3419","No","no",148.4,86,201.5,124,11.3,12,1
"3420","No","no",75.8,107,204.4,118,10.5,3,2
"3421","No","no",198,90,219.2,90,9.3,2,1
"3422","Yes","no",253.2,95,253.9,81,9.5,4,5
"3423","No","no",199.9,64,210.4,78,11.7,6,3
"3424","No","no",187.5,105,216.4,91,11.7,2,2
"3425","No","no",183.6,111,189.8,115,10.3,6,0
"3426","No","no",86.1,95,201.3,113,11.7,4,0
"3427","No","no",126.8,83,158.3,97,11,4,3
"3428","No","no",108.3,95,153.1,109,9.1,2,1
"3429","Yes","yes",160.5,92,111.8,95,13.8,5,1
"3430","No","no",147.3,81,193.8,103,11,3,2
"3431","No","no",165.1,91,277,100,9.5,3,2
"3432","No","no",122.2,88,141.9,141,5.7,10,3
"3433","No","no",156.3,102,215.8,113,9,4,3
"3434","No","no",277.7,109,165.3,82,10.4,2,1
"3435","No","yes",147.4,117,202,97,10.9,5,0
"3436","No","no",228.4,113,248,114,7.8,6,1
"3437","No","no",184.6,133,225.2,105,6.8,8,1
"3438","No","no",87.6,89,153.4,88,8,4,1
"3439","No","no",219,95,203.4,102,5.6,5,4
"3440","Yes","no",220.9,100,239.8,107,13.5,9,1
"3441","No","no",188.4,104,161.7,120,9.7,7,1
"3442","No","no",254.8,83,186.2,118,13.5,2,4
"3443","Yes","no",338.4,86,264.8,139,14.8,4,3
"3444","No","no",168.2,81,243.8,136,10.7,3,1
"3445","No","no",143.1,114,199.4,100,8.9,3,3
"3446","No","no",118.3,113,172.8,78,9.4,4,1
"3447","No","no",256.5,115,208.3,131,7.5,5,0
"3448","No","no",185.9,111,231,58,8.5,2,1
"3449","No","no",219,100,151.8,129,11.9,8,3
"3450","No","no",180.1,90,258.2,85,12.7,9,1
"3451","No","no",114.9,119,165.3,112,12.6,5,2
"3452","No","no",158.6,97,182.5,123,11.3,3,2
"3453","Yes","yes",244.2,147,144.4,109,15.4,3,2
"3454","No","no",180,58,162.2,110,13.2,9,1
"3455","No","no",240.2,110,152.7,102,7,19,3
"3456","No","no",234.4,120,130.5,103,9.4,4,1
"3457","No","no",135.4,104,208.5,92,5.4,3,1
"3458","Yes","no",272.4,112,255.4,112,10.9,5,1
